strategy,coin,timeframe,regime,status,periods,total_return,annualized_return,sharpe,max_drawdown,win_rate,profit_factor,total_trades,average_trade_duration_bars,calmar
trend_following,ETH,1d,High Vol Expansion,completed_historical_backtest,46,0.13561419341964642,1.7450145650346545,1.6967906701970026,0.15008627771188643,1.0,,1.0,32.0,11.62674290839884
trend_following,ETH,1d,Range/Chop,completed_historical_backtest,1438,2.6035549213796236,0.3848697744080818,0.8434634440305483,0.6888571119529281,0.4157303370786517,2.441104604005183,89.0,13.258426966292134,0.5587077025552742
trend_following,ETH,1d,Unavailable,completed_historical_backtest,1,0.0,0.0,,0.0,,,0.0,,
trend_following,SOL,1d,Overall,completed_historical_backtest,2177,0.09051927632599432,0.014644722641342423,0.47316428227573304,0.8345467648274814,0.2926829268292683,1.6423411356681277,123.0,10.170731707317072,0.017548115047057666
trend_following,SOL,1d,Bear Trend,completed_historical_backtest,453,-0.37549819593916356,-0.31586693576026004,-0.029154810985473907,0.7741945315750344,0.21428571428571427,0.4383118157220126,14.0,8.428571428571429,-0.407994273890898
trend_following,SOL,1d,Bull Trend,completed_historical_backtest,426,6.618272243989561,4.70293977027219,2.436894330351537,0.43810813666744053,0.36363636363636365,1.650764609806844,11.0,12.818181818181818,10.734655160815013
trend_following,SOL,1d,Crash/Capitulation,completed_historical_backtest,46,-0.3065411803693039,-0.9453400025728744,-0.5038109579131562,0.407863006644947,0.25,0.0431736444400188,4.0,16.5,-2.3177880493481773
trend_following,SOL,1d,High Vol Expansion,completed_historical_backtest,86,-0.27075798297871967,-0.7384207536318175,-0.8216173137212661,0.49312678527361675,0.0,0.0,2.0,10.5,-1.4974257649016098
trend_following,SOL,1d,Range/Chop,completed_historical_backtest,1165,-0.5467364443092417,-0.21970407437304473,0.13702083182127434,0.7991995502575845,0.30434782608695654,1.9958411893819055,92.0,9.83695652173913,-0.27490515266460475
trend_following,SOL,1d,Unavailable,completed_historical_backtest,1,0.0,0.0,,0.0,,,0.0,,
trend_following,BNB,1d,Overall,completed_historical_backtest,3130,3.4658497643397945,0.1908017086346725,0.5874103863422865,0.8698907714900918,0.36419753086419754,1.640983676666386,162.0,12.160493827160494,0.21933984689576141
trend_following,BNB,1d,Bear Trend,completed_historical_backtest,571,-0.3765424540516238,-0.2608293999993474,-0.11139371466085052,0.5410815797387949,0.4375,1.5160986308022901,16.0,14.4375,-0.48205189340443233
trend_following,BNB,1d,Bull Trend,completed_historical_backtest,652,6.38426886338276,2.064963658400174,2.240885910342192,0.30518046960322476,0.4,3.267589431390298,15.0,12.533333333333333,6.766368965500648
trend_following,BNB,1d,Crash/Capitulation,completed_historical_backtest,32,-0.290059348833827,-0.9799627038046985,-2.706459907440551,0.3258097595667634,0.0,0.0,1.0,14.0,-3.0077757802828775
